"Arm0","Arm1","Arm2","Arm3","Arm4","Arm5"
-73,-64,0,0,-85,0
-100,0,80,0,0,0
-63,48,-23,0,0,-100
-67,38,-7,0,0,77
85,0,82,0,0,0
-72,0,0,1,0,0
-90,-53,-79,0,0,0
0,0,0,0,33,0
0,0,-16,80,0,0
0,-74,83,0,0,83
-37,-39,0,48,0,0
78,0,0,48,0,0
37,0,0,0,0,0
0,-75,60,-32,0,0
83,-90,80,0,6,0
-81,33,0,0,0,0
93,0,-73,0,0,0
0,29,95,0,71,0
-68,0,-81,0,-70,0
0,0,5,0,-82,0
-30,0,70,0,-6,0
0,-42,-7,0,0,0
-79,0,62,0,0,0
0,0,-73,0,0,0
28,0,95,0,0,0
0,0,-33,0,0,0
74,0,-89,0,-85,0
0,27,0,0,0,0
36,-33,-33,0,85,39
-97,-28,73,0,0,0
0,0,0,0,-72,-99
-48,16,-71,73,19,0
-37,93,-84,0,-65,0
0,-20,31,0,0,0
0,0,-32,0,95,16
-39,-44,-30,0,18,0
0,29,-69,0,-18,0
96,26,-13,0,-1,0
0,64,-79,0,4,0
37,0,43,0,-19,0
-38,0,-53,0,0,0
0,0,-3,0,0,0
-37,0,0,0,0,0
0,0,0,0,0,0
-61,0,64,0,12,-98
0,0,-13,0,0,0
-35,0,2,0,-41,0
-1,0,84,0,96,0
90,0,8,-14,0,0
-42,0,-46,0,0,0
-64,53,-90,0,55,0
-19,51,86,0,-60,0
-28,-90,13,0,0,0
0,-40,74,42,49,0
-25,0,96,0,0,0
-29,0,-61,0,-69,0
0,0,5,0,-69,-92
81,-97,0,0,-30,0
-53,-100,0,0,64,0
0,0,44,0,0,0
-88,-26,0,0,0,0
0,27,12,0,0,0
2,0,-63,0,0,0
66,0,41,0,0,0
0,0,25,0,0,-10
39,0,0,0,-71,0
0,0,28,0,0,0
0,0,-60,0,0,-50
0,0,-94,0,43,0
-26,0,0,0,12,91
24,0,-94,0,57,0
0,0,99,0,52,0
0,0,68,0,-62,0
-97,0,100,0,35,0
-94,-64,27,0,0,0
0,-25,42,0,-55,0
0,-2,0,81,75,0
57,0,6,0,-95,0
21,89,0,0,0,0
0,37,-22,0,0,0
0,-88,-57,0,0,0
-80,-52,-52,-100,0,0
0,3,15,0,0,0
0,44,-69,0,0,0
-3,-3,0,0,-54,0
-27,0,-8,0,-36,0
-38,0,-24,0,0,0
0,0,40,0,-56,-83
-57,0,-62,0,-1,0
-15,0,72,0,65,0
-7,89,0,0,-93,0
87,0,33,-67,30,0
71,-91,47,0,44,0
-26,0,0,76,-8,0
65,-83,-72,0,22,0
0,0,-50,0,0,0
100,61,-18,0,-92,0
28,0,60,0,0,0
-17,37,-95,0,0,5
26,0,4,0,0,-24
20,-51,95,0,0,0
29,7,67,0,0,0
39,70,-11,0,0,0
0,71,47,0,34,0
0,19,-69,0,0,59
-44,59,-85,0,96,94
0,-25,4,0,0,0
54,-58,-97,0,0,-86
0,0,78,0,76,0
90,0,98,0,-38,-99
-7,0,13,0,-81,0
-41,0,12,0,99,38
61,0,-28,-65,0,0
0,28,0,0,-31,0
-13,-43,-53,0,-30,0
0,0,97,0,100,0
-44,4,-41,0,0,0
29,0,32,0,0,14
0,62,0,0,-87,0
0,-71,11,-60,0,0
0,0,37,0,0,-32
-87,0,94,0,0,0
0,0,67,0,0,0
-29,-54,0,0,0,0
99,-18,30,0,0,0
-5,-72,-96,0,0,-83
0,0,-57,0,64,0
100,17,87,0,0,0
0,-84,69,0,-15,0
32,68,0,0,-44,0
-16,-42,0,0,-82,0
35,0,9,0,69,-32
0,0,0,0,40,0
87,0,-30,0,-50,0
67,0,0,-31,64,0
0,5,0,0,0,0
0,0,-8,0,0,0
0,27,0,0,0,0
0,0,-48,0,0,0
-37,-18,5,0,0,0
69,0,-70,0,0,-82
0,-66,-67,-34,42,84
0,45,-14,0,0,-48
51,0,-30,0,-53,7
0,0,64,0,0,0
-9,0,0,0,-90,0
0,9,-2,0,0,0
0,-46,92,0,61,-60
-64,0,-33,0,18,0
88,22,-52,0,-15,0
-53,46,0,0,-94,0
0,45,-27,0,5,0
-83,-73,0,0,40,-94
0,29,73,0,-55,0
0,0,0,0,0,0
3,0,37,0,0,0
15,0,79,0,0,0
98,0,0,0,-28,0
38,0,-66,0,0,0
83,0,-56,0,0,0
0,-29,57,0,83,29
47,0,0,0,0,0
0,0,0,0,-41,0
-22,25,0,-40,0,0
-47,-97,31,0,-78,0
0,0,6,0,75,0
16,-81,-20,0,-24,0
45,0,0,0,0,18
60,-42,-18,0,21,0
46,18,0,0,21,0
0,0,21,0,-27,0
0,52,-56,0,-76,0
0,-31,0,0,0,0
-8,-48,99,0,0,0
18,41,35,0,0,0
-77,-66,0,0,0,0
81,22,43,0,0,0
-26,0,3,0,0,0
0,0,65,0,0,0
-55,0,55,11,0,0
0,0,0,0,0,0
37,0,18,0,0,0
0,0,0,0,-32,85
0,0,51,35,0,0
0,0,40,0,0,0
51,0,-19,0,25,0
0,0,94,0,-91,0
41,0,45,0,0,0
-55,7,-60,0,80,-74
52,0,-87,0,-7,0
-61,-41,-96,0,52,4
48,0,-90,0,-41,0
-89,-13,0,0,0,32
0,0,29,0,0,0
0,0,-71,0,0,0
0,0,0,0,0,0
-6,61,0,0,0,-86
-62,18,98,0,-45,-89
72,-63,27,75,0,18
0,-15,0,0,0,0
0,0,0,0,0,0
92,0,-63,0,-34,0
-24,0,0,-82,0,0
0,0,-68,0,66,0
51,0,0,0,10,0
91,0,-51,0,13,0
55,-28,0,0,-23,-6
6,0,-87,0,74,0
-25,-66,0,0,0,0
0,0,-56,0,24,44
0,-12,-15,0,-5,-34
61,0,18,0,0,-90
0,5,0,0,0,-31
0,0,-91,0,8,0
24,0,-17,0,0,0
17,87,6,0,0,0
6,-60,0,0,0,0
-78,-5,-45,0,0,0
83,-94,-73,0,-25,0
0,0,0,0,1,0
0,-29,18,-83,-44,0
78,71,28,0,0,0
-7,96,0,0,0,0
-27,0,26,0,41,15
0,0,-12,0,88,0
0,0,48,0,-88,0
0,0,38,0,67,0
17,0,0,0,72,0
-55,-48,-7,0,27,0
-30,-89,86,0,0,0
72,61,-87,0,0,0
10,-70,51,0,0,0
46,23,0,0,-93,0
-15,0,0,0,0,-72
0,0,-98,0,0,0
0,0,-33,0,0,0
0,-42,80,0,0,6
-69,-64,0,-34,0,48
-70,16,84,0,68,0
93,-84,55,0,0,99
13,100,0,0,0,0
17,0,0,0,0,47
55,89,23,0,0,0
-74,-72,100,0,-49,-68
60,-80,15,0,0,0
61,87,-19,0,0,0
9,0,-30,0,13,0
-27,0,-98,0,-18,0
51,0,0,0,51,0
-12,0,0,0,0,0
-40,-56,0,0,0,0
0,-9,70,0,0,0
1,32,0,0,0,0
81,0,55,0,0,-26
42,0,52,0,76,0
0,-90,6,0,38,0
0,88,-74,0,-12,0
0,32,-4,0,12,32
-97,61,16,0,62,0
0,0,0,0,72,0
-52,-58,-60,0,0,-62
26,67,48,-65,54,-90
0,-7,-72,0,59,-42
0,29,0,0,-77,0
87,-26,84,0,0,64
-50,0,-84,43,0,0
44,-49,-44,0,-100,0
47,28,0,0,64,-100
0,86,40,0,0,0
-3,0,-96,0,0,0
78,0,0,0,92,0
0,0,-17,0,0,0
0,0,73,0,72,0
-82,0,60,0,90,0
74,-23,0,0,0,0
0,0,0,0,65,0
0,0,3,0,-65,0
14,0,78,0,0,34
-3,64,4,0,-47,-68
0,0,42,0,0,66
0,35,-10,0,-40,0
0,-41,53,0,0,0
-51,91,0,0,15,0
0,21,-68,0,0,-36
26,8,29,0,24,0
0,13,28,0,28,0
-45,29,73,0,-76,0
-51,0,-70,0,0,0
0,0,90,0,0,0
0,0,-22,0,0,-72
72,66,0,0,0,-89
49,31,97,0,0,0
0,0,-42,0,0,0
-18,0,0,0,0,0
0,0,-42,0,0,0
0,-53,0,0,0,0
0,0,32,0,0,0
0,0,0,0,-49,0
-43,0,47,0,-28,0
0,63,52,0,-90,0
-3,-72,-72,0,75,71
0,0,-54,0,-52,0
-70,5,-55,0,-86,0
0,0,0,0,0,0
37,0,0,0,-40,0
0,-31,82,0,40,0
-97,22,0,0,0,0
-9,70,-89,0,0,0
0,97,19,0,0,63
-67,-58,0,0,0,0
0,0,32,0,0,0
0,60,0,0,0,0
0,-9,39,0,0,66
0,82,12,0,92,0
0,80,52,0,43,0
-7,0,-55,0,0,0
0,0,42,0,0,0
0,0,4,0,83,49
-86,-8,14,0,96,0
-9,0,58,0,-77,0
-75,0,0,0,-3,0
0,0,-38,0,0,85
-62,46,71,0,22,0
-89,-99,-65,0,43,0
0,-16,-84,0,-50,0
60,0,19,0,0,0
0,-28,-16,0,0,0
0,0,42,0,0,0
60,0,0,0,0,0
0,83,-73,0,0,0
0,0,37,0,0,0
-47,89,87,0,0,0
43,0,-12,-19,0,0
-27,0,-63,0,-39,-60
0,80,8,0,52,0
0,-14,57,0,38,-98
59,19,52,-15,-49,0
0,-61,22,0,-66,99
-23,0,94,0,57,0
98,0,9,0,34,0
2,0,81,0,0,-24
-3,0,-32,0,8,0
0,0,0,0,5,0
0,0,0,0,-26,0
0,0,-81,0,0,0
0,0,-60,0,0,0
0,0,-47,-22,0,0
0,38,28,0,0,0
0,0,0,0,0,83
-15,-79,-80,0,-73,-8
-36,-19,93,0,0,0
-92,0,91,0,0,69
0,27,0,0,0,0
59,0,26,0,-10,0
-58,-63,-61,0,0,0
0,73,0,0,10,0
-46,88,50,95,0,0
0,0,22,0,-22,0
0,-2,-54,0,77,0
-24,55,42,0,0,0
0,45,21,0,92,0
0,0,0,-42,67,0
8,0,39,0,-51,0
-63,0,0,0,0,0
-46,0,81,0,0,0
-64,0,70,0,-49,49
-68,0,0,-36,0,-21
0,0,47,0,0,0
0,0,6,0,0,0
-69,0,0,0,16,68
0,48,-9,0,0,0
0,60,-61,0,35,0
-46,-73,-40,0,-9,0
0,97,16,0,72,0
16,0,3,0,0,0
0,0,67,0,-14,48
-66,40,42,0,-99,0
-73,-61,-11,0,74,0
86,-56,12,0,-53,0
3,-98,65,0,-93,-61
66,-82,0,0,-35,-4
0,79,48,0,47,0
97,71,74,0,0,0
21,-29,-35,0,0,0
-65,0,95,0,0,0
-51,0,-36,0,0,0
0,0,81,0,0,0
-97,0,0,0,0,0
-63,0,-10,0,0,0
68,0,20,3,0,0
74,0,47,0,0,0
0,0,-25,0,0,0
4,0,30,59,-58,0
0,0,0,0,6,0
57,12,-75,-58,-66,0
0,0,-79,0,-32,0
0,0,-39,0,94,0
0,-55,26,0,57,0
-76,0,0,0,40,0
-64,48,-49,0,40,0
43,38,24,0,-100,-10
41,0,49,0,0,0
-62,74,-56,0,0,0
-16,33,0,0,0,0
0,-56,0,0,0,0
42,87,0,0,0,0
0,0,-67,0,-36,0
-88,0,65,0,-68,0
58,0,0,0,0,0
0,0,-76,0,-4,0
-32,0,0,0,0,0
0,0,0,0,93,0
-66,-49,48,0,0,-6
36,-91,25,0,0,0
0,0,-91,0,100,0
0,0,-66,0,-21,37
0,0,-14,0,0,-1
44,-44,0,0,0,0
-52,82,-69,0,0,0
49,26,0,0,-3,0
74,0,0,0,0,0
0,0,69,-80,-24,0
0,0,51,0,0,0
0,41,-33,0,-16,22
54,58,-8,0,0,0
-3,57,-77,0,0,0
-52,12,69,0,0,29
-37,-83,8,0,0,0
79,-21,0,0,0,0
84,-71,60,0,0,0
2,0,-51,0,25,0
22,0,5,0,0,0
-70,0,0,-15,-81,0
95,0,0,0,0,0
91,0,-90,0,0,0
-47,0,-65,0,67,0
-67,0,-48,0,61,0
31,0,-82,0,24,0
-72,67,0,0,50,0
0,81,0,0,0,-72
21,0,67,0,0,0
-58,0,-81,0,0,0
-58,-97,0,-73,0,0
0,0,21,0,86,0
-83,79,63,0,0,0
-79,0,0,0,-7,0
40,0,7,0,-78,0
0,-89,27,0,0,0
0,32,-91,0,0,0
89,33,-46,0,0,35
-4,42,-72,0,0,0
-88,-71,-15,0,36,0
0,99,-59,0,-1,26
0,0,-98,0,0,0
31,0,83,0,0,0
0,0,-39,0,-99,0
-13,0,-22,0,0,0
0,0,88,0,28,0
0,0,-12,0,0,0
0,77,46,0,0,0
17,0,-96,0,0,45
-71,0,0,0,0,-60
5,0,-97,0,0,0
-79,0,0,0,0,0
42,0,0,0,-36,0
71,0,4,0,0,0
0,0,58,0,-49,0
0,-25,0,0,0,0
0,63,-28,0,-36,0
0,16,0,0,0,29
0,-11,82,0,0,0
-69,-54,73,0,0,76
-6,16,65,0,59,0
25,26,88,0,44,0
-32,31,58,0,-41,0
0,41,0,0,15,0
0,0,-43,0,-71,0
-92,0,69,0,0,0
85,0,0,0,0,0
-66,0,0,0,0,0
-46,-4,0,0,0,0
0,0,2,0,0,0
62,-90,-88,-12,0,0
26,0,0,0,0,33
-92,0,-45,0,83,0
94,96,36,0,0,92
0,1,-63,0,15,0
0,76,-13,51,-97,0
19,2,-65,0,8,0
0,-5,98,0,-51,49
-36,-40,-99,0,0,37
1,-12,0,0,30,0
0,0,56,0,-8,0
1,0,-15,0,12,0
0,34,0,0,94,0
96,25,69,0,5,0
-35,14,0,0,0,0
-68,67,20,0,0,-54
0,63,0,0,0,0
-50,0,-12,0,0,0
-31,0,-95,0,-53,0
-4,0,0,0,0,0
0,0,-41,0,0,0
0,0,-7,0,57,0
0,0,-2,0,0,0
-94,0,-24,0,-98,0
-6,0,15,0,18,0
-78,1,0,0,-59,0
26,-28,-68,0,52,-77
-47,0,-31,0,0,0
63,0,0,0,20,0
0,80,-80,0,40,0
0,62,-13,0,-13,0
0,0,34,0,81,-2
-84,0,0,0,6,0
0,0,0,-9,0,0
0,15,0,0,0,0
60,0,19,0,0,0
-97,85,51,0,0,-77
0,-53,0,0,0,0
0,-55,89,0,0,0
25,44,0,0,-64,0
0,0,-63,0,-78,0
0,0,-46,0,-79,0
74,0,58,0,0,0
0,0,17,0,0,0
-40,0,10,0,0,0
-91,0,-54,0,0,0
0,0,0,0,74,0
0,0,25,0,-37,0
0,0,0,0,-45,0
-70,-72,-74,81,69,0
-64,-5,-77,0,-49,0
32,31,-25,-87,-49,0
0,33,-56,-79,0,0
-48,82,7,0,0,-11
0,50,83,-11,-6,0
1,37,49,0,0,83
38,-84,-55,16,0,0
37,-21,-49,0,0,0
0,-22,60,0,0,0
-84,-34,-23,0,0,0
-10,46,0,0,-31,0
0,-53,-73,0,23,0
97,-8,100,0,0,0
-3,0,-86,0,0,0
0,0,0,0,0,0
-89,0,47,0,-68,0
13,0,100,0,-73,0
90,0,0,0,60,0
-35,61,-35,0,34,-41
0,0,0,0,-52,0
87,0,0,0,4,90
0,-38,-51,0,0,42
0,0,-76,0,0,0
82,0,22,42,0,0
38,0,5,0,14,0
98,0,7,0,47,0
-75,0,-83,0,0,-37
17,0,-35,0,21,0
0,69,0,0,0,-31
35,0,-35,0,0,0
69,0,4,0,0,0
0,20,-12,0,-69,0
0,-50,0,0,53,0
48,79,29,0,0,0
0,65,0,-95,88,0
36,-21,0,0,0,0
-16,0,0,0,82,0
-95,0,58,0,27,-19
-32,0,-50,0,88,0
24,0,0,0,23,0
-88,0,15,0,0,0
38,0,0,0,0,0
62,-45,0,0,0,0
0,0,0,0,0,0
-13,0,-74,0,-99,0
57,37,-11,0,9,38
25,99,16,0,-66,0
0,0,0,0,30,0
78,0,0,0,0,0
-54,20,53,0,0,0
-91,0,-27,0,0,0
0,0,-88,0,-74,32
-83,73,95,0,93,0
0,69,0,0,75,0
0,-57,-78,0,0,64
0,0,81,0,99,0
-25,0,-5,0,0,0
99,76,93,0,7,-82
-42,37,15,0,-58,0
0,0,37,0,0,67
0,0,0,0,0,0
-2,0,5,0,0,0
5,0,0,0,-97,0
0,0,-92,0,0,0
-55,-50,0,0,0,0
0,0,60,0,-11,0
0,0,-83,0,-24,0
0,0,-50,0,0,0
0,0,57,0,0,42
96,18,0,0,0,74
0,0,-76,0,-18,0
0,0,0,0,23,0
0,0,0,0,-67,0
75,-6,0,-2,25,0
-61,-73,63,0,0,0
-61,-32,0,0,0,0
68,51,-63,-69,-83,77
22,-95,-39,0,-40,0
-98,-66,13,0,0,0
12,65,0,-37,0,0
-95,95,-35,0,0,0
-64,-72,-22,0,-12,40
0,0,0,0,0,0
0,0,0,0,-12,0
0,0,-11,0,0,0
0,0,-18,0,-4,0
-45,0,-32,0,50,0
0,85,93,0,74,0
0,0,-20,0,0,0
-49,0,67,0,62,0
-86,80,18,0,-37,0
34,0,0,0,6,0
0,-29,64,0,-25,0
6,0,-46,0,61,0
-97,-72,0,0,29,0
0,0,0,0,82,0
0,0,75,0,-52,-30
4,0,0,0,0,0
0,0,84,0,0,34
-1,0,-73,0,0,0
77,3,0,0,0,0
0,69,-4,0,4,0
0,-20,0,0,0,-95
-13,-24,0,0,0,0
16,-96,-34,0,6,-18
24,0,90,0,0,0
-90,0,-85,0,-69,0
9,0,0,0,-46,0
0,0,-22,0,0,0
22,0,-31,0,-34,0
-80,0,-76,0,0,0
71,0,84,0,22,0
-30,0,0,0,47,0
0,61,30,0,53,-1
-32,0,0,0,-78,0
-67,0,0,0,34,0
-22,0,95,0,0,0
-78,0,23,0,0,0
-22,0,0,25,0,0
-10,89,0,0,0,0
81,0,41,0,0,-51
0,44,54,0,0,0
70,37,-14,0,71,0
0,0,-4,0,0,0
0,-50,-43,0,0,0
0,51,25,0,0,0
0,-96,68,0,-98,0
0,15,69,0,95,84
-92,0,30,0,-71,0
-15,0,-9,0,-75,0
0,0,-81,0,13,0
96,0,0,0,-94,0
-47,0,-67,0,-75,0
-54,0,-43,0,68,0
-48,0,-78,0,42,0
-37,0,0,0,0,61
8,41,-51,0,35,0
-15,0,-92,0,0,0
24,0,-27,0,-5,42
-42,0,-47,0,0,0
-12,-40,-53,0,0,0
0,0,0,-20,0,-71
-12,0,0,0,0,0
-41,0,67,-39,0,0
-20,0,93,62,0,0
0,-47,-15,0,0,0
0,79,0,0,0,0
-36,-2,-21,0,0,0
92,6,0,0,0,0
-21,0,0,17,-38,0
-88,-7,-15,0,0,0
-57,0,0,0,-84,-24
-28,0,50,0,-37,0
49,0,-77,0,-91,0
21,0,50,0,0,0
0,0,-72,0,0,0
54,0,-3,0,0,0
-78,0,0,-100,0,0
76,0,71,0,0,0
85,0,0,0,0,0
-48,0,0,0,0,-41
34,0,-77,0,-44,0
85,0,-84,0,0,0
0,-25,0,0,0,0
0,-99,53,87,-70,0
0,-100,-75,0,0,-51
-41,64,0,0,37,0
0,17,-90,80,-17,0
-96,0,-34,0,-35,-47
44,10,93,0,-1,-71
0,0,0,0,49,0
-79,-57,0,0,-25,70
0,72,12,0,-87,0
-3,39,-76,-67,0,0
0,0,-29,0,0,0
0,0,-64,0,22,0
-69,0,0,0,0,0
-94,0,79,0,-81,0
6,0,-71,0,0,0
28,85,43,0,74,0
-19,0,0,0,0,0
0,0,-95,0,0,0
19,48,88,0,0,0
0,0,-5,0,0,0
43,0,0,59,0,85
12,-56,0,0,-30,0
0,1,0,0,-62,-59
-81,0,0,0,96,0
0,0,-19,-15,-35,0
53,0,0,0,-70,0
-1,0,0,-12,61,0
-29,-2,-42,0,-28,0
63,-41,0,0,0,0
0,-41,61,0,-69,0
0,-66,-88,0,0,0
81,-64,27,0,0,-73
4,0,0,0,0,0
93,0,-3,0,0,0
65,0,51,0,0,0
19,0,52,0,0,0
47,0,0,0,0,0
0,32,7,0,-44,0
-24,-100,-37,0,81,0
0,0,0,0,0,0
87,0,96,0,0,0
0,0,-88,0,74,0
81,0,-22,0,-47,0
-40,0,-27,0,-71,0
-82,0,0,0,-95,0
-69,0,-43,0,-77,0
0,0,-38,0,-38,0
0,0,-80,0,0,92
0,89,59,0,0,0
21,8,-19,0,0,0
-68,0,0,0,41,0
0,-74,-88,0,-40,0
13,25,-39,82,0,0
-88,-2,49,0,0,0
3,25,34,0,0,0
-1,33,-57,9,0,0
0,0,0,0,-76,0
0,0,0,0,0,0
11,0,0,0,64,0
-7,0,82,0,0,0
86,0,0,0,68,85
0,0,-49,0,47,-64
0,35,80,0,-21,0
0,0,0,0,97,0
0,0,18,0,-6,0
0,53,0,0,29,-17
-2,0,-45,0,0,53
0,0,-24,0,0,73
0,-83,-92,0,0,0
-65,-93,37,-64,0,0
-91,0,66,0,0,0
37,16,-18,0,0,0
-57,0,0,0,0,-14
-46,-26,-97,0,0,0
0,-16,17,0,0,0
-45,9,88,0,0,0
-90,-100,56,0,-66,0
23,26,-7,0,0,0
-37,-5,-72,0,0,0
0,0,0,0,-52,0
0,0,-39,0,-42,-66
0,0,-29,0,62,0
41,-85,0,0,-19,0
-62,0,-75,0,-61,0
-55,0,83,0,60,0
43,0,43,0,0,0
-59,-88,25,0,0,0
-42,0,44,0,0,0
10,-29,0,0,0,0
-34,0,0,0,0,0
25,0,-74,0,50,0
27,48,0,0,0,87
72,0,0,0,0,2
0,66,0,-36,2,-74
41,-86,0,0,-94,0
0,38,90,0,27,0
0,47,-47,0,-12,0
-93,0,0,0,0,0
37,-47,68,65,-22,0
68,21,0,0,-25,0
-17,-86,-21,0,0,0
0,4,81,-47,0,0
-19,0,67,0,-96,0
0,0,-7,0,10,0
77,0,40,0,0,0
0,0,-50,0,0,0
0,0,-24,0,71,0
-41,0,-69,0,0,0
0,0,3,0,0,0
0,0,35,0,93,-49
-98,0,71,0,0,-27
93,0,13,0,-11,0
0,0,0,0,0,0
77,0,74,0,-92,0
0,0,-16,0,0,0
0,0,0,0,0,61
50,-71,0,0,-25,0
0,-63,-14,0,0,0
60,-31,0,75,13,100
53,-59,0,0,11,0
32,-86,77,0,-91,0
0,0,0,0,-39,-89
0,0,-77,0,-69,0
50,-48,-94,-13,0,0
-82,63,-53,0,0,0
0,0,-7,0,0,0
0,0,46,0,0,-97
0,0,36,0,67,-9
-40,0,0,0,0,0
70,0,63,-46,-91,0
0,0,24,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-61,-20,-36,0,-42,0
-53,0,1,0,-78,0
0,0,7,0,65,0
45,-67,0,-59,-70,-62
0,0,12,0,0,0
15,0,-79,0,56,-8
0,14,61,0,0,0
-32,0,82,0,100,0
-11,-84,0,0,-77,27
71,0,83,-64,0,0
0,20,0,0,0,80
0,-55,-62,0,0,0
69,0,0,0,-90,0
-13,32,11,0,28,59
-74,-59,0,0,0,0
99,0,65,0,82,0
0,0,68,0,0,0
0,0,-4,0,0,0
0,0,-60,0,0,0
0,-13,0,0,0,0
-91,0,80,0,0,0
-22,0,36,0,0,0
65,0,0,-72,0,0
0,0,-83,0,0,0
96,3,-15,0,21,0
0,84,-93,0,0,0
0,89,-32,0,-49,0
0,-60,48,0,80,66
0,0,46,0,0,0
0,32,0,0,0,0
56,0,-47,0,0,0
-73,9,93,-33,0,0
7,47,17,0,0,0
-29,0,92,0,0,0
0,-85,14,11,0,0
0,-98,-98,0,-6,0
0,64,-60,0,0,0
0,-55,0,0,46,0
-88,0,71,0,-46,0
77,0,0,0,-51,0
0,0,0,0,54,0
-89,0,0,0,-25,0
20,0,-33,0,32,-24
-80,0,22,0,63,0
-64,98,41,0,0,58
0,0,-39,0,10,0
-35,0,-9,0,0,0
0,-84,-89,0,0,-33
44,19,-29,0,0,0
0,0,100,0,0,71
53,0,-24,0,0,0
0,8,-7,0,0,53
80,0,0,0,0,0
0,65,-58,0,0,64
0,0,-32,0,-15,0
42,-6,71,0,0,0
78,-42,0,0,0,0
0,0,51,0,-89,0
-57,99,-5,0,0,0
93,97,0,-42,-81,81
0,-20,-37,0,-11,0
0,0,0,0,-64,0
11,0,1,0,-42,0
0,0,98,0,0,64
73,0,87,0,44,0
0,0,-9,-44,31,-85
0,0,72,0,0,0
-42,0,59,0,0,0
0,0,-69,26,0,0
0,-86,0,0,0,0
-40,-34,0,0,83,0
0,0,-38,0,0,0
85,-72,89,0,0,0
16,-28,0,0,0,0
-23,-70,-96,0,0,27
-29,51,-58,0,-57,0
0,0,-15,-82,0,24
96,0,-26,0,0,0
54,-84,0,0,41,0
-27,0,0,57,92,0
24,68,0,0,98,0
94,-90,0,0,0,0
-27,64,0,0,81,0
0,11,14,0,-88,0
0,0,73,0,26,0
57,0,49,0,0,0
0,0,-18,0,0,-61
-57,0,84,0,0,0
0,75,0,0,0,0
0,0,41,0,0,0
-88,0,0,0,0,0
-10,0,-100,0,0,0
0,28,-22,0,0,0
75,0,-46,0,0,0
28,0,32,0,0,0
0,0,-73,0,0,0
-14,-89,0,0,0,0
50,0,0,0,0,65
-25,-58,0,0,0,74
0,92,-24,0,0,0
0,0,-45,-5,0,0
0,-34,94,65,0,0
92,-26,0,-37,82,0
0,47,0,0,24,0
-28,-33,-66,0,0,0
0,0,-85,0,0,0
53,96,0,0,0,-89
49,0,69,0,0,-80
0,0,98,0,74,0
15,-27,1,0,12,0
65,0,0,0,0,0
-48,0,0,0,0,0
0,0,-11,0,0,0
-73,0,-85,0,36,42
0,0,-32,0,0,0
0,0,-47,0,87,37
-42,0,-87,0,0,91
0,0,62,0,-88,0
21,0,-66,0,23,70
-97,0,87,0,0,0
-34,0,0,0,-14,0
28,57,-32,0,-3,0
-13,0,0,0,-2,0
33,-3,44,0,0,0
-70,-8,0,0,0,0
23,22,-54,0,0,0
-19,0,-28,0,0,0
-94,-94,0,0,0,0
-67,60,0,0,10,0
0,-72,-64,0,-1,0
77,0,88,-57,0,0
-9,0,97,0,0,0
-55,-37,-39,0,0,0
0,0,1,0,0,0
-18,0,10,0,-50,0
-61,0,88,0,0,0
26,0,0,0,24,0
-85,0,0,0,-70,-29
0,0,0,37,-14,0
-11,0,-61,0,0,0
0,-54,7,0,-24,0
0,0,0,0,-48,0
0,0,0,0,0,0
0,-50,0,0,0,0
0,34,49,0,-46,0
62,0,0,0,-30,0
98,13,-97,0,0,0
0,0,0,0,0,0
-65,-41,-93,0,0,84
0,-24,-34,10,-86,0
4,-76,0,0,0,0
-42,0,0,0,41,0
0,-8,0,0,0,0
-83,0,30,0,0,0
-10,21,65,0,84,50
0,0,0,0,3,0
-86,0,8,-61,0,0
0,0,-25,0,71,0
92,0,0,-59,15,0
49,0,0,0,81,0
0,0,-71,0,19,96
-39,0,-69,0,0,0
-78,0,17,0,0,0
-4,94,36,0,0,0
0,0,68,0,0,0
0,0,-43,0,-85,91
0,0,82,0,0,0
62,-100,-83,0,0,0
-97,0,-1,0,0,0
24,-56,-59,0,0,0
-46,70,-10,0,0,0
-71,88,17,0,37,0
0,-29,25,0,81,0
-31,12,0,0,0,73
0,46,-91,0,67,0
-72,39,10,0,-1,0
-48,0,-19,0,88,0
91,0,0,0,-21,0
83,0,-20,0,8,0
0,0,-84,0,9,0
0,0,-72,0,0,87
0,0,0,-90,0,0
-9,0,75,0,-88,0
66,0,0,0,0,0
-69,0,-74,0,27,0
29,0,-31,0,32,0
0,0,7,0,33,0
97,0,-29,0,0,0
0,7,-90,0,51,0
76,64,-56,0,0,0
0,-79,0,0,0,0
-30,49,98,0,-94,0
-49,0,-56,-77,0,-82
0,98,-62,0,0,0
75,26,-10,5,93,0
1,47,-88,0,98,0
-67,0,-51,0,94,0
97,72,0,0,-32,0
0,40,31,0,-50,0
26,0,83,0,0,-18
0,0,-58,0,0,0
0,71,-60,80,0,9
75,79,-12,0,0,0
14,-14,25,0,42,0
0,0,-27,0,0,-10
32,0,38,0,0,0
-100,0,-45,0,0,0
0,90,0,0,0,0
58,21,-76,0,0,0
-49,0,55,0,-21,0
-68,95,-45,0,73,0
0,0,97,0,-37,0
26,37,73,0,0,0
0,0,0,0,-38,0
0,25,-71,0,-9,97
0,85,0,0,0,0
7,0,47,0,19,0
-70,-53,0,0,-48,-52
43,71,-52,0,0,0
62,96,-7,0,0,0
0,90,55,0,-38,0
75,50,0,-16,0,0
0,0,-79,0,58,0
